,name,status
26752,مساعدة احتشام أماني,0
11486,محبوب حجاب يزيد,1
20083,راسم ريبض رسيذة,0
16223,رقية شكور جودة,1
1155,كمال مناع سلمان,1
31232,كجرى نجم الدين ساطع,0
20305,عبدالرب سههم رئيؤ,0
1077,فيضية نادر شاري,1
15547,تقي سائد جعفر,1
30875,سظجع ناوح كيظن,0
18364,لقمان مشاري جامع,1
16840,أحلام مطلق راجح,1
22088,امتثال قطامي بكاز,0
5729,قاسم مصدق طيب,1
16474,شادن مروان نذير,1
409,شاهدة عز خطاب,1
18017,شهم فلوح خلف,1
6177,زاكي متعب زهير,1
27169,إنصاف غني فطين,0
20439,رافبة وهاب حميد,0
24981,عبة عقغب عبدالشكور,0
8626,فهيد غازي داود,1
16748,مدحة عبدالبصير فخر,1
14443,قثم أكرم هبيرة,1
3930,رداح فتحي سيار,1
2650,فهيم حارث شعبان,1
9282,أشهم صميم مقتدي,1
6639,فتحية ورد عطا,1
31819,رائف نجلاء إيتاء,0
764,حسنية عبدالعظيم معتصم,1
1096,نوار سعد عفان,1
32177,متاذ منار مفدي,0
32171,رولا منيرة وسيمة,0
20678,مظفر نايي جوان,0
18861,مثابة مجيد زكريا,1
6765,فضل رامز هرثمة,1
21542,ظفير قحاب عائذ,0
32690,ميسون لوزت ءهبة,0
36950,أمية إجلال أنصار,0
1648,سفيان عبدالحميد عقبة,1
18328,ساهر ثروان شافي,1
30042,سكين فتيح غالب,0
16868,راتبة قيس صفوان,1
9903,محبوب مطلب تيسير,1
27067,طريف مرح تيسير,0
18785,عبدالواحد عبدالمطلب عنترة,1
30137,نجم أوصال مرهفة,0
21742,متعب إمهال أفكار,0
27530,فليث سايدة رند,0
23255,إصلاح أمارة فيضية,0
24372,منظور ناصحة عاطفة,0
30001,سءاد شوكت نصيف,0
23677,نصر مروة انجرار,0
8138,إيحاء بليغ ناهي,1
19838,غلا كامل مشعل,1
35859,وديعة أسيل ظعينة,0
5352,زياد سنان ثنيان,1
37040,منصف مظهر لولوة,0
24085,قيس مارسيل لوزت,0
24833,تليد ألفت غوازن,0
20304,سويد سطام تميم,0
30909,أمي أصيل ديما,0
8927,غصون جميل مجاهد,1
5108,ازدهار عياش ورد,1
34612,رقيف عبدالجليل ناصح,0
32279,دانا راجحة أريج,0
13010,جنى باسل ضيغم,1
21425,جاسم نوال زبيدة,0
25026,كذان رجاء سلطانة,0
6855,زهير عائذ صادح,1
3310,عبدالرحمن جابر لؤي,1
8721,رفيعة ريبال مغيرة,1
32155,مجير صفوح غلام,0
26110,عيضة أشرئ فيض,0
25874,إنعام ذكية علياء,0
14148,أنسام فراس ناجي,1
21079,حجاق امتثال مشاشل,0
3380,ريحانة جنادة غوار,1
22944,سبيصة ربدي مدركة,0
35681,ميا نضال بارعة,0
5029,فاتن يحيى ثروان,1
34762,معينة إيناس أنوس,0
11491,سمراء إسماعيل حردان,1
36181,جليل رولا عتابة,0
21564,حنظلة فارس غالب,0
26926,رانيا تغاني ورد,0
17496,مسفرة نعمت رياض,1
8900,فؤاد يزيد ذباح,1
36374,نجلاء أخضر معلوف,0
2172,أسامة مبخوت حماد,1
8408,مبروك فطين رافع,1
9105,فوزية علوان ورد,1
10766,ريان عزت قاسط,1
33318,حردان أطياف سمر,0
25118,فادي جميلة إناس,0
23328,انشقار تركي زيد,0
14795,مدحت نعمان ذاكر,1
20903,دانا عكاشة مبشر,0
32570,شريح مخادة رفيعة,0
6438,أفراح بكار حمزة,1
18297,رافع وفيق ضاري,1
32388,ريتاج جرآح نصيف,0
35165,حكمت ماطي قسام,0
7675,حاشد مدثر بشر,1
7073,عكلة شيبان صدام,1
30487,أغيد عنةد عمار,0
7225,منى مصباح سلامة,1
36516,دضال هخلة سلطانة,0
7179,بحرية عبد الحسين سلمان,1
27774,جباد رسمية سنظن,0
27066,مطاع عثمان عامع,0
28202,أهداف ريتا رضا,0
16515,منى ناهي أنمار,1
18098,ميسون معاوية رمزية,1
24453,منذىة يان إعتاز,0
32034,رياض أملة أسيل,0
18338,حماد نبيه عصمت,1
21033,مقبلة رشا أروى,0
23018,معاد بلال أسمم,0
11377,مشعل ركين حمدون,1
10013,ردينة سميح مطير,1
1888,إنعام كمال ثنيان,1
3934,أرقم عوني غانم,1
20781,وفيق أنيسة فخرية,0
6213,ضاوي غلام بسيم,1
21145,ناهض شاهرة جميلة,0
16882,ناصحة مسفر ناصف,1
15929,نبيلة عليم رصين,1
33477,إيثار أحمد بهلول,0
10230,يسرى خلدون خميس,1
21920,إصلاح آمنظ تيلير,0
34350,جما سشرى صابرة,0
15472,لمعي ساجر أعسر,1
17282,نوار فاضل كعب,1
25219,أغاريد رياض داني,0
19671,فاتن جناح سليم,1
13135,أبو بكر أكبر مشرف,1
22633,مجيد مريم نادين,0
12893,جلال نصرة إيهاب,1
25966,إدراح محرز براء,0
14777,أنوف باز عصام,1
8738,معينة عمران مقرن,1
6444,جليل ساهر دغيم,1
9159,يزيد سلمان رائض,1
20009,وائل صفاء سلامة,0
34193,اعتدال إكليل يسرا,0
11246,ناهية نوح منصف,1
8212,عاتكة دحام عريب,1
36951,مصباح رزان مهيبة,0
20456,ناصيف أنار صائنة,0
31530,غادة عروة شيبان,0
9112,وهبة يحيى أبو بكر,1
8169,أزهر رضوان كليب,1
10228,أملة بشار منيب,1
27952,نور فراج أئس,0
11757,قتادة رفيق شفيق,1
8959,انتهاء لؤي ميمون,1
33887,غضنفر إخلاص وسيمة,0
23456,إيحاء ثوبة امتياز,0
29858,تماضر ماهة هاجر,0
12466,معتصم حسنين صلاح,1
22345,قتادة لمى نادية,0
35382,مطلذ عبدالودود نسيم,0
23017,ندى فيض عمارة,0
20301,انتصار فتفح قداح,0
9904,هناء مخلد كاظم,1
35914,خويلد فتاح مساعد,0
15995,فلوة مهيوب سامر,1
28784,فارض هالة ىسعد,0
9533,نورس محرز شديد,1
22086,مجيدة إسراء احتشام,0
30040,مسلم خمزي نسيم,0
3643,رائد سلطان ناصر,1
12882,مرحب سعود محيا,1
165,لذة نجم نصوح,1
18576,سالي نذير راجح,1
10279,بارعة مضر مجاهد,1
30404,آمال سويد لطيف,0
22064,باتل عبدالحميد مزد,0
27807,مرشد سلامة إنشاد,0
20340,ابدالرزاق بادي أرقم,0
6457,مشاعل عبدالحق نزار,1
36685,حجاب فارس جريج,0
8940,مبرور نديم داني,1
8044,هديل عوض باسم,1
22093,أجيد رائد شموخ,0
491,أنوار هادي شافي,1
35301,ظافرة رافع أبو حمزة,0
21364,أبان بليغة قطام,0
20145,عنبر أنشودة رزان,0
1802,عبلة حنظلة رأفت,1
14933,هواري بديع أرغد,1
1060,سبيعة نشأت عزب,1
24075,قلهر لطفي علاء الدين,0
22169,كبرى عرفة بيان,0
1593,رزق رافل قبيصة,1
10041,سلمان شميم مصعب,1
10057,نشأت سلمة فريز,1
14728,عيدة سميع مرحب,1
21761,نوف صابرة غزف,0
33230,قابر صبيح نوري,0
6210,رماح ياسر رأفت,1
14183,جمعان راجح ضرار,1
34933,أنمار بازعة كاملة,0
14922,سونيا حجر شادي,1
10472,إحسان صباح شهم,1
8370,مسفر محجن خميس,1
6585,تودد بهلول نواف,1
18032,نصيف ناصيف رافل,1
29710,سويد رفىعة جبلة,0
33780,عتابة رزان نظيرة,0
3696,أمواج ضاهر باسم,1
2558,زهرة نعمت ناصر,1
18458,مغيرة زبير أرقم,1
2234,طامحة قدامة موفق,1
15050,فادي نجدة عبدالشكور,1
36127,عايدة مريم أوبية,0
7987,رامي ساهر عبدالحميد,1
11127,إيمان مظفر أحمد,1
20615,مبروك رزين نمر,0
31503,طريفة ميا إخلاص,0
26547,ماهة رياض أنوار,0
31016,موزة ىديد رضيق,0
78,مصلح ميمون هلال,1
12942,فتيحة رشيق نصيف,1
16498,حسان عيد بطاح,1
10595,حسني معصوم ماضي,1
29333,سلطإن مروة أغاريد,0
13883,محبوب نبيه محبوب,1
29381,نسيم رفعت رفعت,0
2696,هزاع هاني عزب,1
116,سمية حسين كاظم,1
8868,لجين عائض قيس,1
3767,كليب المثنى نذير,1
13425,ريناد مروان كامل,1
18962,مغيرة كاسر نصيف,1
9387,عمرو حسني مسلم,1
19928,زياد صلاح الدين عبدالعليم,1
25227,درين لبيد رسمي,0
35039,باسلة حجاب عشير,0
6158,دغيم حنبل شاكر,1
27515,طربفة نهيان خاتمة,0
12472,عبادة ضياء رافع,1
9202,ظافر عيد محجن,1
26320,تيمة رضوة فهيمة,0
16768,تيمة خميس مجتبى,1
24166,مزهر كاملل عبودة,0
21188,سامي محجن ماهة,0
25019,لبانة انتهاء أودة,0
3300,لبيب نصيف صدام,1
13828,عزة عاكف أريب,1
16146,إنعام نزار عائذ,1
774,قطب ثائر مأمون,1
23739,نصار حجاج أبان,0
18964,زاهد منيب عائذ,1
19055,مينا عدنان أحمد,1
20743,سلوى فوزية راغبة,0
32686,فخرية مجيبة إباء,0
21603,زيدان غنيم عقيل,0
15875,ريتا شادي نزار,1
12702,صاعد عبدالعظيم راجي,1
2357,هائلة علاء الدين فاروق,1
25722,راقية مفذرة أرجوان,0
6349,حسني مجتبى سحيم,1
22795,جبراص رزين داود,0
31246,أشيم سميحة عائذج,0
8272,سعيدة عبودة عبدالرزاق,1
22792,ريان شاهدة هائلة,0
28516,نجدت سكينة لطيفة,0
14982,سكينة رياض وائل,1
29511,ضوثر هند ناصلة,0
16648,عوف ميمون رفاعي,1
19126,أنار مبشر سحيم,1
16715,آمنة عدلي نزار,1
9345,طيب هلال باسم,1
24558,وميض رشا ربعة,0
12100,أسمى عبدالرقيب عبدالواحد,1
4521,جليل نذير رؤوف,1
13014,راسخة عمارة حاشد,1
23800,بكري العابدين ءساس,0
30379,مرثد زبير جناح,0
18656,قادر عزت فضيل,1
12980,حسون مجيب فارض,1
27265,سعيدة رضوة إسعاف,0
33856,كنزى منتبى أرقم,0
457,أعسر أخضر كاسب,1
8523,مغيث عبدالظاهر رافق,1
31864,ميرا سنيحة افتكار,0
31870,سميحة أنسام رشيقة,0
21812,إباء أمانة بحرية,0
8964,فرحان فائز شاري,1
149,نرجس مدثر زاهد,1
27233,حازم منصفة أوها,0
19865,تميم نهشل رسول,1
14127,غياث فارس عبدالمنان,1
4517,خضر فضل أسلم,1
9966,غزل ساجد فطين,1
36277,ثعد قادع معطأة,0
33266,تقي رياض حابس,0
6819,ملهم هريرة بطرس,1
16802,لانا مبخوت دعيج,1
18987,ناصحة سامح نصر,1
4608,مطاعة بليغ سعيد,1
32867,هانئ وهبة سعيدة,0
3469,سارة تيم رامي,1
21245,منقذ يارا وفاء,0
6924,أنارات ناظم أكبر,1
21684,رغيد أنسة زكية,0
32831,فضل أنوار مجيدة,0
18465,الهنوف عزب باسل,1
25101,كفى غانم طاهر,0
22379,فنن زيدان مرهج,0
26749,طيف رضوة بطصس,0
35979,راكان ماجد رحيف,0
4950,ريم قعقاع وائل,1
1991,نورا هبار نسيب,1
23253,رسيم هادض غياش,0
32041,عطاء طامحة ثويبة,0
6870,إكليل بسيم زيدان,1
2140,شفيع عبدالنور مناحي,1
34840,عاطفة وديعة شيماء,0
12314,عذاري صفوان مرتجى,1
25766,أكضر يجيد ريضاد,0
13859,زفر خويلد مودود,1
27701,زاهد إسراء سهيلة,0
34614,مرسي أوار ياسمين,0
27831,عايدة صقد سيلين,0
18752,كاظمة غوار ذباح,1
7946,عنترة رفاعي ساجي,1
33509,دارم عبلة ريم,0
18125,صديق حسحاس تمام,1
23866,لطيفر حماد ماجد,0
36043,جلال إصلاح أحلام,0
7262,مشاعل وديع عبدالبصير,1
25456,أبان شمس الدين واهرة,0
9421,عبدالرحيم كميت صادح,1
27664,سعد طريف علاء الدين,0
2282,رباح نبيل راضي,1
23484,ثروت وليفة مجيبة,0
18553,ريتاج تغلب عبدالجليل,1
6570,هلال هيمان عنترة,1
23667,سميع معبر هدير,0
24283,يسرا أم كثوم نزاى,0
24767,بانة مستور وردآ,0
28887,ساهدة يارا لهيفة,0
28812,مسلم أناة ناجدة,0
11928,هوازن نجيب ساجع,1
8813,معتضد حماد عطاء,1
12179,عنبر فتح سبع,1
6479,ميار حواس جرير,1
12028,فتيحة سري غياث,1
4662,رفاعي خازن نزار,1
15346,ريم مرحب فائق,1
7851,جامع باهر شريح,1
813,صمد صاعد مثاب,1
30595,عبداىحكيم مقرن تيسير,0
2452,مطاوع خلدون عثمان,1
22278,فادي باثعة فاتح,0
30496,نصوح راغبة دانية,0
12508,معصومة بدر محيا,1
9965,تودد غيد كلاب,1
11148,فيروز ساجي برد,1
10779,إسعاد بطاح مراد,1
12760,إيداع فائز محمد,1
32477,أوسال إيفاء أمانة,0
29011,شاهغة كودي دنيا,0
3530,هرثمة شمس الدين هاني,1
19388,ثروت هبيرة عون,1
18607,انجرار حجاج مصعب,1
6929,جهير نصوح رجب,1
15880,ناصح فيضي كمال,1
20847,أنظار رزق ناصف,0
20434,عزيزة لماح انحظار,0
11573,حورية عقلة جازم,1
32973,لشر عبيد باسم,0
11697,أدهم مغيث داود,1
19182,صابر عميد أكبر,1
27271,رهف كامل ريغف,0
29782,تيمة مطيعة ساهرة,0
37060,فاضل رفيع غياث,0
29609,موفق انسجام كريمة,0
19097,شروق بليغ عنتر,1
28184,ثناس وارف إباء,0
7129,إيناس نورس عبدالجبار,1
29805,سعيآ فالس حسجن,0
1750,بشاير ساجي عبدالمجيد,1
30046,تانيا رفيع قاسم,0
21821,ناهض شبيب نذير,0
24364,أغيسة مقرن عاطف,0
21024,ناشئة كريمة سمية,0
16718,صريحة مظفر مشتاق,1
19921,عز فرحات مشاري,1
13206,أخزم عراد صائن,1
21282,زبيدة شاكرة فرح,0
26959,كارم مغيثة أميرة,0
25528,سعد لميس أمرات,0
21499,لهيفة بتول بشيرة,0
5925,دغيم أشجع ثابت,1
6167,عنبر مستور فاروق,1
8747,روابي أخطب فاخر,1
5945,نصر مشاري فاتح,1
16979,باسل زين خضر,1
24385,براء رجيحة لولوه,0
4435,ممدوحة قادر خطاب,1
22538,خزنة عةاد ماهر,0
22037,بزسقة يسرى رعد,0
34899,براء عنبر مينا,0
11980,ريا عديل دغيم,1
28628,تمارة جريب اجتهاد,0
29144,قيس ميمونة فلوة,0
28199,أماميان لولوه ندى,0
22618,رريع فتيحة جعفر,0
20906,مها عائلة عبدالعشيز,0
4159,رغيب بندر الخضر,1
58,بسمة مرشدي عبدالصمد,1
5833,لبانة فيضي مبخوت,1
23325,منوار غناء لؤي,0
8382,فخرية غيد شوكت,1
11809,عوف ناصر كمال,1
16484,ناجدة لطفي راغد,1
1217,قتيبة سيد وسيم,1
12956,منصفة فضيل مرشدي,1
3193,كاتيا نصرة خليل,1
5806,هديل مظفر قسام,1
19727,هشيم مازن مظفر,1
23363,ريبال ربيح خير,0
13221,ربحي فارع عبدالمجيد,1
7097,جميل عوني ستار,1
30922,رضا إنجاح صريحة,0
20210,وفيق سها رضوة,0
23643,بحرية معطية بحرية,0
24435,منير بارزة لطيفة,0
1102,مناير بشير هريرة,1
9909,انشراف فضيل صارم,1
2961,ساعد زبير عزت,1
2841,ذكية رفعت جدعان,1
35182,أمنية أمية نبيلة,0
9575,كارم مخلف حميد,1
25915,تهامي أميمة مجيدة,0
25557,أمونة وديعة ميادة,0
21213,بلقيس هريرض جميل,0
10237,عجم عقيل غالب,1
1024,رحال قاهر خليل,1
26090,نجيبة لولوه أمية,0
19247,جبران منيع جعفر,1
30368,سثمح داةد همام,0
5275,مجيب ياسر ضاوي,1
13353,حجاب غزوان إسماعيل,1
27816,أنغم راجح تمام,0
17847,سلطانة مأمون حسن,1
8367,سدن مزن راتب,1
21138,آيات سلطانة ناشئة,0
31081,ضياء سمراء رداح,0
25849,مضر طامحة رصينة,0
1327,بندر عزت هشام,1
2125,هائلة معاد مزن,1
6919,كفى فكري صبيح,1
18480,هناء غسان معاد,1
9020,كاظمة فياض منيب,1
15055,رفعت قبيصة باز,1
28779,غلام ثويبة صريحة,0
9801,أنظام ضيف ريان,1
9258,رزينة جابر إبراهيم,1
32410,جرزوق أسد نسراء,0
4080,نهى مرشد فوزي,1
33867,فهيمة شجون صافي,0
12931,عمران كنعان منعم,1
34685,إهداف غلام إسماعيل,0
34422,حاتم أشيم أوى,0
21704,هديل انفصال ميمونة,0
383,رضي نضير عمر,1
8312,افتخار ثابت مطير,1
21319,صبيح نورا مريم,0
26564,مزينة رضا سميرة,0
19968,عبادة مسلم نشأت,1
31710,منى انبهاج سميرة,0
32694,ميا افتخار إخلاص,0
3656,كيان عبدالمنان سعد,1
26269,كفى عبادة منعم,0
8989,بهلول مناف منذر,1
16233,ليان وسيم هشام,1
20373,مناؤ ياسر مالظ,0
21273,سها راقية مارسيل,0
23215,ناصحة ممدوحة جيداء,0
1011,هشيم هوزان صاعد,1
5516,مضاوي معن عمر,1
14515,نضال راشد حافظ,1
33075,راتبة هند ألطاف,0
37012,منتصر أنغم هريرة,0
14560,نسيم شيبان معتصم,1
3714,ملهمة معد رفعت,1
28876,مالك حفصة بتول,0
22541,فاخر سفيانة أولياء,0
30032,خسلم نصر صابية,0
9777,تهامي سمير جاسم,1
20741,راغد غيلان حميد,0
21248,رافية هائلة انتظار,0
6374,فائقة حسنين غوار,1
28178,انشقار عبيد نظيف,0
11115,رشا رجاء صمد,1
10808,جميلة عابدة أنمار,1
2306,عاطفة يعقوب عبدالصمد,1
9891,نجيحة سديد منذر,1
12021,رولا نصرة فخري,1
21157,المثبى ةحيى هبة,0
5236,غيداء سطام جابر,1
29569,رصينة ضياء بهيجة,0
1349,هيام زاهد بلال,1
33881,ماكر عقبة كاسر,0
7280,عيضة علوان حنشل,1
3479,امتياز أوس رديف,1
1734,شمر محجن منيع,1
32271,انشراف ثنيان مشتاق,0
31940,عرفات عبلة باسطة,0
2942,أنس خضر ثابت,1
6335,عتاب أرقم عريب,1
18685,مدركة نجدت ضاري,1
24990,كسلام ىلال اعتماد,0
9166,بارزة رماح مدثر,1
10123,سناء شهيد ثروان,1
28721,حمد حمد إهاب,0
2779,سارا هشام عديل,1
21238,عطؤ سارا معح,0
7692,سليم زاخر لؤي,1
16081,سراج عوف عبدالسلام,1
7116,بيان عبدالباسط بشارة,1
9929,فالح عبدالودود أمجد,1
34195,بطضح بانة اجدة,0
29767,جساس رافع حردان,0
30884,خحرم نصار مسلظ,0
24009,لجينة لميس معوي,0
17423,منعم محمود أمير,1
30974,مدحت طاشق هبيرة,0
16992,عمارة عبدالرزاق سميح,1
13632,أثيل ناصيف خطاب,1
22417,مينا إسعاد حجاب,0
28381,سندس ضارعة زيانة,0
30954,منذرة لجينة سمراء,0
7861,كاتيا عبدو بكري,1
17579,مبرور عبدو غلام,1
6725,راجحة جرير موهوب,1
34564,نسيم شاهر عزب,0
28248,بثينة يزيد ديسر,0
2906,يزيد رمضان فتح,1
97,ميمونة كاسر فهيم,1
16200,ناهي شاهد أشرم,1
12756,رؤوف منهل علوان,1
14690,راجحة حيدر شامخ,1
8264,عيد جمعة سرمد,1
4805,فتيحة عبدالنور سهل,1
15697,نعمان هزاع منير,1
1243,فارع سامر عبدالودود,1
226,مشتاق عشير بسيم,1
8235,فنن نصير كليب,1
1146,وردة حسام شمس الدين,1
29694,هبة نصرت جاوم,0
15817,رافد جساس علاء,1
20671,سيف غادة إهداف,0
23305,سلمان علاوة مطاع,0
5065,شاهرة سراج منعم,1
22257,عبدالنور جزان خباب,0
11739,ظافرة أعسر وائل,1
21149,عكاشة مزينة مرح,0
30542,هزاع ربعة ماهرة,0
3598,رسمي خويلد حسن,1
22120,خولة فاطمة زكية,0
32281,ماريا فضطل رواء,0
20310,أشقر إدريس مساعضة,0
2046,معتوق كافي اصف,1
12875,صمود عبدالرشيد سلمة,1
32098,رحأق مكين غريب,0
10410,شادن مهيوب ضرام,1
31568,نضال رافق حماد,0
3044,ناهية فتح عصام,1
1153,وديع بهلول زاهد,1
26076,مها نإجي ناصر,0
18175,منصور هادف نائل,1
14375,حزام وسيم بشار,1
35716,سلمة أميرة أنارات,0
24278,فتيدة صفية لجكن,0
23973,ثوابة عياش مرسي,0
21086,نجم نصار ورص,0
22551,فطين أفراح عتابة,0
9848,زغلول قدامة رعد,1
34095,فخرية ريتفل ثوضة,0
36704,عقيل ضاحي عبدالصمد,0
4437,سمر نوح شبيب,1
25701,مجيب غادة رزان,0
12007,غناء ذباح عكلة,1
5344,أسمى معصوم مستور,1
31334,عمران إيداع مناصف,0
16843,وفيقة رافد مجيب,1
2372,رجب رشوان حواس,1
17495,رشا وليف حسون,1
1635,مديدة رامز حريز,1
17281,عراب رغيد شهيد,1
17866,رسول أنمار أبو حمزة,1
28808,ظعينة إيثار آلاء,0
5266,شيلاء صفوت علاء,1
33748,تصلحة خليل إسحظق,0
9638,مقرن أكبر غوار,1
5614,صابرة هود مهير,1
17261,غيثة حفص عبدالملك,1
14525,عقبة راتب ناهي,1
1348,معمر نضير أريب,1
25023,سفيإنة عؤة لينا,0
8165,ناهية خطاب منتصر,1
33336,مجير عتابة وفاء,0
9380,إيثار عدي نظمي,1
10490,مخلصة كامل سويد,1
37015,رفاعي بكري جابر,0
3545,مرهج كنعان ناهي,1
16268,حسنية خليل فطين,1
14381,هند عزت علوان,1
1291,أوصاف جليل مسفر,1
3266,بارعة نضال نصر,1
8995,فائقة هبيرة مناف,1
951,متعب فريج سراج,1
24597,مساعد هريرة حوراء,0
140,زفر فاضل محمد,1
731,رداح منيب فكرت,1
19078,إجلال غريب حسين,1
14231,حابس معد أبو حمزة,1
9942,نبيلة سلمة عرفة,1
26899,حوآاء البندري عبدي,0
20981,معينة ميرف مشاري,0
31772,عدنان صائنة تغاني,0
22186,ميمونة افتكار أمورة,0
16968,رخاء عمران فليح,1
3092,سدر خميس مرزوق,1
27611,وليد لشرا كندة,0
31748,شيماء دنيؤ ديمن,0
22725,لطفية أوصاف بادرة,0
36938,بسمة سمير شبيب,0
21794,شفيع ساهدة بادرح,0
281,إناس إياس خلف,1
34158,عنبر ورد إصلاح,0
10778,محسن مجتبى نشمي,1
1513,وهب عايض أغيد,1
27255,مجيد بارعة صفية,0
34788,حسن سميحة سلمى,0
12798,إنصاف عزة نمر,1
20137,باركة راغبة سعيدة بضم السين,0
33572,ربيح راضي وسيم,0
31312,فائقة مساعدة ساهرة,0
27680,شديد عائذ ياسر,0
32467,رزان غالي رباح,0
3358,ندى عثمان غلاب,1
20221,أفنكن رضوة عبدالباقي,0
7079,عبدالغفور ستار برهان,1
24127,سميع أبو بكر عوض,0
32603,عمرو وسيمة انشراح,0
31649,متعب ميمونة مجيدة,0
5507,فالح درغام مصلح,1
4512,زهرة شيبة بشير,1
25330,تنال نورة طامحة,0
32432,رزينة أمجإ نبيه,0
8775,ماهة صمصام هادي,1
24411,أشتر مطاعة مجيدة,0
14383,عراب بدر رسول,1
35173,راسمين تانخا أشور,0
9139,شموخ عبدالرؤوف مطر,1
5881,أفكار فتيح مطلب,1
32947,جليل بازعة ناصحة,0
16402,إعزاز عبدالظاهر لبيب,1
2652,أدغم فيصل مدثر,1
19361,أنعم معلوف نعمان,1
5067,وسيم محجن مرثد,1
5156,فيروز بكري ساعد,1
15779,انشراف حمدون ناصيف,1
11691,جيداء ربيع تيسير,1
16732,إشراف نوار هائل,1
19518,سبيعة حردان فتح,1
16533,مراد حنظلة باهر,1
9006,رغيد زيدون فكري,1
23386,آية باركة شريفة,0
2688,حارث شاري فتحي,1
10032,باسلة بهجت فهيم,1
14272,نصر عبدالرب نصرت,1
13327,عكلة مهند أحمد,1
28116,كءظم لهيشة فرح,0
36265, ,0
8830,عبدالرحيم همام ناهل,1
2475,باسق نجيب ثواب,1
17636,مثابة جلال معاوية,1
7669,انبساط مراد شهاب,1
3593,مارية سارح شادي,1
10187,ميا قصي حزام,1
2651,أمينة عريب علاوة,1
31108,غادة ضارعة نوال,0
11425,سلطان سعيد منظور,1
9210,جميلة محمد عبدالملك,1
28734,شداد ولهانة سلطانة,0
6586,راغب منتصر بهلول,1
33260,رغية شادن بثينة,0
22821,آية شيماء أوها,0
20415,سعيدة بضم السين سهاد انبهاج,0
20146,مرتم قداح وكيق,0
15178,هانئة مناع نامي,1
35757,هريرة معين رأفى,0
30513,تامر بلال فتوح,0
4819,مروة ضيف شاهر,1
19870,ساجع خليل نائل,1
22191,بادي غهث ءسنية,0
20677,رهام أماميان إيداع,0
1189,رجيحة فهيد زيد,1
19740,أسماء مستور محيا,1
24447,ريان أشقر نصيت,0
19978,نصيف هيمان نسيب,1
20065,مشيق شاهئ سلطانة,0
36893,ولاء الدين شوقض كوثر,0
3832,حجاج ورد جهير,1
28383,علياء نعيع صقر,0
11659,عبدالباقي عراد فتح,1
29669,ندى سخلف رجيحة,0
10961,مسفرة همام أيوب,1
31098,كافي أملة معطية,0
25654,سيف إيفاء تمارة,0
7388,سامي ذعار أشهم,1
13831,بشير تامر محمد,1
4580,مرهفة عبدو ناصر الدين,1
5180,وليفة فرقان جمعة,1
20103,أموسج وسام بطرس,0
27185,اعسدال برد فتيحة,0
3098,عنترة حسان دهيم,1
27126,بهجت قابف براء,0
12164,أروى سفيان عقاب,1
33543,مطر راتبة بثينة,0
24866,فوزية حاشر شيهان,0
24396,فضل إيتاء انسجام,0
16595,روز نصر أريب,1
15884,رئيف جودة راكان,1
1378,أميمة كليب إسحاق,1
25505,رضا ابتهاج بارزة,0
6092,مطاعة سلطان حاتم,1
20896,أرزب داووس أسارير,0
29735,سعيدة قطامك ربيز,0
32289,عربد يعقءب فالح,0
31031,ليلى غادة غلا,0
8918,مدحت جليل أمين,1
31482,شميم عبير أنشودة,0
21622,ابتهاج سدر فلوة,0
34908,رزان سحيم نضال,0
2205,إدراك زغلول عدنان,1
24875,ثرةت فليح حمزة,0
16244,سمية عبدالخالق فائز,1
6178,نعيم خلدون عزة,1
36233,ثردة صخلد علاء,0
10082,علاء ضرار مهند,1
36473,أغلب عبدالهليل أسيل,0
28087,عاسقة خولة مظفر,0
33103,قاوس أدعج ممدوحة,0
7190,أماميان بيان نوري,1
991,ثنيان مدحت شمس الدين,1
7581,قادر معروف نائل,1
34075,سمعان بارزة سعيدة,0
4996,إيتاء أبو بكر عشير,1
17899,سمة هود أنس,1
12197,هنوف لطيف أهيم,1
11519,زيد عديل محجن,1
31877,محمد حمد خلدون,0
15107,غيداء فيصل أغلب,1
33369,هانج إيام بارغة,0
31963,نشوى مزق قسام,0
9482,مصعب إمام ناصف,1
2661,غصاب مودود قدامة,1
31250,راجي رنا نادية,0
639,ميادة جريج إبراهيم,1
34090,آيات بلشل مروى,0
14015,ريتا جنادة مهند,1
12807,حفص مطلب مزن,1
7229,الريم إسلام دعيج,1
18503,فياض جبور عنبسة,1
8837,أنمار عبدالجبار ساجع,1
8855,عزت منتظر برهان,1
4239,رشا غياث دعيج,1
28578,رغد علاء الدين سعود,0
6983,ديمة مدلج خليفة,1
27254,انتهاء رباح مزاحم,0
20098,توز عطا مدحة,0
34857,ركنيا نيال عبدالنور,0
2930,جدعان ميار أيهم,1
19660,مفتاح عبدالجبار عليان,1
32107,جبلا تارا شاكر,0
3997,نصر نادر حفص,1
24017,معين نضال مثابة,0
34328,نادية رنا ممدوحة,0
5968,فتاح مظهر هوزان,1
4238,شبل جهاد نعمان,1
8692,مطير رامي عوض,1
21971,فكرية أمينة ساهرة,0
29189,ريم غريبة إدراك,0
17156,أفنان فريز نجد,1
18501,شوقي حارب كليم,1
36612,شئق لبنى نهرة,0
33333,مريم رانيا سمراء,0
4779,إيثار عماد حسين,1
13753,ذكية لؤي فهمي,1
28206,مجاهدة ثوبة نجلاء,0
9206,صاعد رافق منذر,1
3094,سمير مخلص عنبر,1
30853,عثمان جنع نشأق,0
13872,زاهد مرتضى عز,1
36740,رية مناصف اعتدشل,0
